Individual	DateOfCapture	LitterSize	Size	Hornlength	Bodymass	Glizz	SexualActivity	Sex	Family
48	85	5	-0.719999755	-0.762366823	0.702594539	-0.719999755	1	male	Littlehorn
48	87	5	-1.355162426	-0.87651321	0.091437224	-1.355162426	1	male	Littlehorn
48	99	5	-0.580700202	-0.404941491	0.66026001	-0.580700202	2	male	Littlehorn
49	23	5	-0.570109981	1.530093417	-1.297387065	-0.570109981	4	male	Littlehorn
49	40	5	-2.611346103	-0.560295417	0.047983305	-2.611346103	1	male	Littlehorn
50	15	5	-0.772451146	-0.615829344	0.09243991	-0.772451146	1	male	Littlehorn
50	17	5	0.687937981	0.870486354	-0.021888197	0.687937981	3	male	Littlehorn
50	19	5	0.509483196	0.190322725	0.129141689	0.509483196	2	male	Littlehorn
50	40	5	0.092878942	-0.560295417	-0.124495594	0.092878942	1	male	Littlehorn
50	41	5	0.27742602	0.842550021	-0.466648069	0.27742602	3	male	Littlehorn
50	50	5	0.86290739	1.226620373	-0.249830973	0.86290739	3	male	Littlehorn
50	51	5	0.013200094	0.221045334	-0.296796226	0.013200094	2	male	Littlehorn
50	66	5	-0.885736985	-0.92147458	-0.310003272	-0.885736985	1	male	Littlehorn
50	84	5	0.819117971	0.288380761	-0.706409933	0.819117971	2	male	Littlehorn
50	86	5	-0.147616041	0.208683279	-0.391594274	-0.147616041	2	male	Littlehorn
50	100	5	-0.621660478	-0.723699562	-0.67389132	-0.621660478	1	male	Littlehorn
51	2	5	-0.795870925	0.658228758	0.587665291	-0.795870925	3	male	Gracegull
51	7	5	-0.697793303	1.209975598	1.912463526	-0.697793303	3	male	Gracegull
51	18	5	-0.790383537	1.420853205	1.521398466	-0.790383537	3	male	Gracegull
51	20	5	0.176566171	0.868114935	1.172958503	0.176566171	3	male	Gracegull
53	19	5	-1.054145937	0.190322725	0.995506901	-1.054145937	2	male	Gracegull
53	34	5	0.54182132	-0.335548438	0.624755249	0.54182132	2	male	Gracegull
53	35	5	-1.002784668	0.327640741	1.036742165	-1.002784668	2	male	Gracegull
53	38	5	-2.47289296	-1.011812241	-0.103133122	-2.47289296	1	male	Gracegull
53	48	5	-0.860482573	-0.0686455	1.222519149	-0.860482573	2	male	Gracegull
53	74	5	0.732042526	0.0459885	0.830816637	0.732042526	2	male	Gracegull
53	75	5	-0.454826824	-0.834672886	0.140455872	-0.454826824	1	male	Gracegull
54	9	5	-1.851809488	0.916977091	0.497751289	-1.851809488	3	male	Gracegull
54	14	5	-1.659296451	0.409072202	1.057465281	-1.659296451	2	male	Gracegull
54	25	5	-0.759055478	-0.012874037	0.711155313	-0.759055478	2	male	Gracegull
54	32	5	-0.713183063	0.231879327	0.948128119	-0.713183063	2	male	Gracegull
54	48	5	-1.931801351	-0.0686455	0.843454502	-1.931801351	2	male	Gracegull
54	56	5	-0.477705333	0.452232528	0.520669467	-0.477705333	2	male	Gracegull
54	59	5	-0.871222143	0.773047891	0.520223526	-0.871222143	3	male	Gracegull
54	68	5	1.074964347	1.718414285	0.463384142	1.074964347	4	male	Gracegull
54	95	5	-0.367516733	0.901495318	0.357719724	-0.367516733	3	male	Gracegull
55	49	5	1.023283649	1.44919978	1.29089276	1.023283649	3	male	Gracegull
56	19	5	-1.052020185	0.190322725	1.138660258	-1.052020185	2	male	Gracegull
56	25	5	-1.736144782	-0.012874037	0.697561379	-1.736144782	2	male	Gracegull
56	43	5	0.21392472	1.169346301	1.840206329	0.21392472	3	male	Gracegull
56	47	5	0.056921283	0.322152436	0.682914349	0.056921283	2	male	Gracegull
56	56	5	-0.482543585	0.452232528	1.269402017	-0.482543585	2	male	Gracegull
56	69	5	-0.537938144	0.866648514	1.5478995	-0.537938144	3	male	Gracegull
56	95	5	-0.380924372	0.901495318	1.698733449	-0.380924372	3	male	Gracegull
56	98	5	-1.895363757	-0.502208137	-0.008762796	-1.895363757	1	male	Gracegull
57	6	5	-0.465626702	0.53526369	1.31154619	-0.465626702	3	male	Gracegull
57	15	5	-1.191007071	-0.615829344	1.160211372	-1.191007071	1	male	Gracegull
57	29	5	-0.104206754	0.890028378	1.075737441	-0.104206754	3	male	Gracegull
57	36	5	-1.180403318	-0.774441348	1.471476583	-1.180403318	1	male	Gracegull
57	43	5	-0.283686107	1.169346301	1.230505285	-0.283686107	3	male	Gracegull
57	48	5	-1.100046476	-0.0686455	1.108717786	-1.100046476	2	male	Gracegull
57	74	5	-0.935636959	0.0459885	0.927147397	-0.935636959	2	male	Gracegull
58	23	5	-0.209253479	1.530093417	1.721118273	-0.209253479	4	male	Gracegull
58	43	5	-1.335741547	1.169346301	1.456010135	-1.335741547	3	male	Gracegull
58	49	5	1.310779969	1.44919978	1.501299889	1.310779969	3	male	Gracegull
58	50	5	-0.576810432	1.226620373	1.467299011	-0.576810432	3	male	Gracegull
58	67	5	-0.456268706	1.548167008	1.065899774	-0.456268706	4	male	Gracegull
60	24	5	-1.442942622	-0.918075332	0.982640103	-1.442942622	1	male	Gracegull
60	31	5	1.260977626	0.426233575	-1.562518585	1.260977626	2	male	Gracegull
60	34	5	-0.238469482	-0.335548438	-0.312428644	-0.238469482	2	male	Gracegull
60	51	5	0.475692524	0.221045334	-0.866524436	0.475692524	2	male	Gracegull
60	52	5	-0.30076957	-0.258653761	0.033143803	-0.30076957	2	male	Gracegull
60	81	5	-0.430606351	-0.067054644	0.020744703	-0.430606351	2	male	Gracegull
60	85	5	-2.236797638	-0.762366823	1.912595556	-2.236797638	1	male	Gracegull
62	97	5	-1.780827242	2.087598432	-1.128134569	-1.780827242	4	male	Jewels
63	1	5	-0.329365707	2.179235276	0.252789537	-0.329365707	4	male	Jewels
63	78	5	-2.568933119	-0.574846951	-1.688005111	-2.568933119	1	male	Jewels
68	1	5	-0.140636646	2.179235276	-4.42843617	-0.140636646	4	male	Jewels
68	5	5	-2.164741099	1.445907095	-3.082015515	-2.164741099	3	male	Jewels
70	7	5	-0.409158963	1.209975598	-1.227994251	-0.409158963	3	male	Jewels
70	55	5	-1.3634243	-0.104531934	-0.218941156	-1.3634243	2	male	Jewels
70	98	5	-1.918587436	-0.502208137	0.983199923	-1.918587436	1	male	Jewels
72	23	5	1.245614908	1.530093417	2.21227831	1.245614908	4	male	Fluffytail
72	46	5	-1.517262779	0.727785292	0.9040178	-1.517262779	3	male	Fluffytail
72	55	5	-1.307540954	-0.104531934	0.174520975	-1.307540954	2	male	Fluffytail
72	59	5	0.599724831	0.773047891	1.629001767	0.599724831	3	male	Fluffytail
72	69	5	-0.77240092	0.866648514	0.944273645	-0.77240092	3	male	Fluffytail
72	74	5	-1.51506054	0.0459885	0.344549197	-1.51506054	2	male	Fluffytail
72	86	5	-1.379734198	0.208683279	0.363151592	-1.379734198	2	male	Fluffytail
72	92	5	-0.911904574	0.229433234	0.480784573	-0.911904574	2	male	Fluffytail
73	2	5	-0.813848509	0.658228758	1.358208543	-0.813848509	3	male	Fluffytail
73	11	5	-0.200642359	0.315073242	1.543109908	-0.200642359	2	male	Fluffytail
73	14	5	-0.311817555	0.409072202	1.160635648	-0.311817555	2	male	Fluffytail
73	49	5	0.261054001	1.44919978	1.333007711	0.261054001	3	male	Fluffytail
73	62	5	-2.18037073	0.541148142	1.070967606	-2.18037073	3	male	Fluffytail
73	67	5	-1.427233313	1.548167008	1.212103023	-1.427233313	4	male	Fluffytail
73	80	5	-0.200739621	1.479331747	1.567752593	-0.200739621	3	male	Fluffytail
73	86	5	-2.81727929	0.208683279	0.732748639	-2.81727929	2	male	Fluffytail
73	97	5	1.183778569	2.087598432	1.597727102	1.183778569	4	male	Fluffytail
74	43	5	-1.914831136	1.169346301	1.313784533	-1.914831136	3	male	Fluffytail
75	23	5	-1.017461197	1.530093417	0.918506997	-1.017461197	4	male	Fluffytail
76	15	5	-0.780821442	-0.615829344	0.213832778	-0.780821442	1	male	Fluffytail
76	26	5	0.160315115	0.472105747	-0.24854307	0.160315115	2	male	Fluffytail
76	31	5	0.447955429	0.426233575	-0.356842551	0.447955429	2	male	Fluffytail
76	45	5	-0.938410209	-0.472798559	0.176846579	-0.938410209	2	male	Fluffytail
76	56	5	0.221660223	0.452232528	-0.161565484	0.221660223	2	male	Fluffytail
76	69	5	0.868715896	0.866648514	-0.684866759	0.868715896	3	male	Fluffytail
76	75	5	-1.773804969	-0.834672886	0.251490021	-1.773804969	1	male	Fluffytail
77	23	5	-0.501369404	1.530093417	-2.084436337	-0.501369404	4	male	Fluffytail
77	43	5	-1.521852379	1.169346301	-2.211329825	-1.521852379	3	male	Fluffytail
78	80	5	-1.098203597	1.479331747	-2.968495584	-1.098203597	3	male	Fluffytail
79	2	5	-0.870630116	0.658228758	2.073068832	-0.870630116	3	male	Fluffytail
79	6	5	-0.687745734	0.53526369	1.698750256	-0.687745734	3	male	Fluffytail
79	9	5	0.005701201	0.916977091	1.750011484	0.005701201	3	male	Fluffytail
79	84	5	0.372081572	0.288380761	0.271474076	0.372081572	2	male	Fluffytail
80	5	5	0.028987039	1.445907095	1.262920921	0.028987039	3	male	Fluffytail
80	46	5	-0.175076272	0.727785292	1.158617038	-0.175076272	3	male	Fluffytail
80	49	5	0.491823112	1.44919978	0.662703128	0.491823112	3	male	Fluffytail
80	69	5	-0.239280521	0.866648514	1.379634748	-0.239280521	3	male	Fluffytail
80	74	5	-1.132535697	0.0459885	1.417974259	-1.132535697	2	male	Fluffytail
80	81	5	-2.042428755	-0.067054644	2.112598553	-2.042428755	2	male	Fluffytail
81	5	5	0.085001808	1.445907095	-0.974980246	0.085001808	3	male	Scarlet
81	17	5	-0.198464402	0.870486354	-0.54237107	-0.198464402	3	male	Scarlet
81	21	5	0.809045701	1.977623862	-1.377905646	0.809045701	4	male	Scarlet
82	8	5	0.335467774	0.584713161	0.527456204	0.335467774	3	male	Scarlet
82	63	5	-0.302770276	-0.102512508	0.826954177	-0.302770276	2	male	Scarlet
83	21	5	0.119065536	1.977623862	-1.017806371	0.119065536	4	male	Scarlet
83	80	5	-0.750919525	1.479331747	-0.754073539	-0.750919525	3	male	Scarlet
84	8	5	0.20030728	0.584713161	1.136012326	0.20030728	3	male	Scarlet
84	25	5	-0.63130685	-0.012874037	0.230833008	-0.63130685	2	male	Scarlet
84	34	5	-0.699002843	-0.335548438	0.239875817	-0.699002843	2	male	Scarlet
84	68	5	0.893657071	1.718414285	1.435745736	0.893657071	4	male	Scarlet
84	86	5	-0.4724809	0.208683279	0.593423957	-0.4724809	2	male	Scarlet
85	20	5	0.973942717	0.868114935	0.391534447	0.973942717	3	male	Scarlet
85	45	5	-0.795031598	-0.472798559	-0.419592943	-0.795031598	2	male	Scarlet
85	48	5	-0.603245102	-0.0686455	-0.038263785	-0.603245102	2	male	Scarlet
85	77	5	0.202388885	0.443795694	0.635657924	0.202388885	2	male	Scarlet
85	81	5	-0.159934879	-0.067054644	0.175513555	-0.159934879	2	male	Scarlet
85	89	5	-0.33551487	0.532931723	0.671157007	-0.33551487	3	male	Scarlet
86	10	5	-0.993365779	-0.919341637	1.348159328	-0.993365779	1	male	Scarlet
86	19	5	-0.986240041	0.190322725	-0.534088932	-0.986240041	2	male	Scarlet
86	49	5	-0.483192348	1.44919978	-2.21897382	-0.483192348	3	male	Scarlet
86	56	5	-0.619060648	0.452232528	-0.755566915	-0.619060648	2	male	Scarlet
86	60	5	-1.348850733	0.136744878	-0.467996686	-1.348850733	2	male	Scarlet
86	66	5	-1.649438543	-0.92147458	1.6308774	-1.649438543	1	male	Scarlet
86	97	5	-0.265652448	2.087598432	-3.214588198	-0.265652448	4	male	Scarlet
45	15	6	0.880275172	-0.615829344	-1.093478416	0.880275172	1	male	Littlehorn
45	17	6	-0.205987422	0.870486354	0.480159736	-0.205987422	3	male	Littlehorn
45	22	6	0.865352614	2.074652479	0.613972364	0.865352614	4	male	Littlehorn
45	24	6	-0.799285099	-0.918075332	-0.865567505	-0.799285099	1	male	Littlehorn
45	26	6	1.69517625	0.472105747	-0.958185237	1.69517625	2	male	Littlehorn
45	44	6	0.261666385	0.866181951	-0.020990046	0.261666385	3	male	Littlehorn
45	49	6	0.52666501	1.44919978	0.178369061	0.52666501	3	male	Littlehorn
45	64	6	-1.020985144	-0.582363557	0.185853489	-1.020985144	1	male	Littlehorn
45	76	6	0.216088888	-0.619058622	-1.018711465	0.216088888	1	male	Littlehorn
45	79	6	0.199999155	-0.879103193	-1.007299839	0.199999155	1	male	Littlehorn
45	85	6	-0.79858901	-0.762366823	-0.183461803	-0.79858901	1	male	Littlehorn
46	28	6	-0.193197422	-0.920010942	-0.2494933	-0.193197422	1	male	Littlehorn
46	30	6	-0.185926958	-1.192432906	-0.10635466	-0.185926958	1	male	Littlehorn
46	39	6	0.428757914	-2.017371739	-0.253091762	0.428757914	0	male	Littlehorn
46	40	6	0.554954846	-0.560295417	-0.709292505	0.554954846	1	male	Littlehorn
46	64	6	-1.147349681	-0.582363557	0.559129268	-1.147349681	1	male	Littlehorn
46	66	6	1.350082025	-0.92147458	-0.84720832	1.350082025	1	male	Littlehorn
46	85	6	1.0533381	-0.762366823	-1.121466217	1.0533381	1	male	Littlehorn
46	88	6	-0.194377235	-0.994729783	-0.007235363	-0.194377235	1	male	Littlehorn
47	34	6	1.417198618	-0.335548438	-0.549182554	1.417198618	2	male	Littlehorn
47	40	6	-1.021825545	-0.560295417	-1.954139399	-1.021825545	1	male	Littlehorn
47	45	6	-0.777508421	-0.472798559	-1.977246764	-0.777508421	2	male	Littlehorn
47	47	6	0.767215084	0.322152436	0.356780154	0.767215084	2	male	Littlehorn
47	55	6	-1.282692258	-0.104531934	-1.262090106	-1.282692258	2	male	Littlehorn
47	62	6	0.153861257	0.541148142	0.655909696	0.153861257	3	male	Littlehorn
47	63	6	-0.261462453	-0.102512508	-0.379467711	-0.261462453	2	male	Littlehorn
47	72	6	-0.657862066	-0.914980171	-2.577834533	-0.657862066	1	male	Littlehorn
47	78	6	-0.266143528	-0.574846951	-1.412252949	-0.266143528	1	male	Littlehorn
48	4	6	0.941900813	1.011732536	-0.211850302	0.941900813	3	male	Littlehorn
48	11	6	0.788096163	0.315073242	0.41421519	0.788096163	2	male	Littlehorn
48	38	6	-0.537910877	-1.011812241	0.860521355	-0.537910877	1	male	Littlehorn
48	41	6	1.382610624	0.842550021	0.140185117	1.382610624	3	male	Littlehorn
48	54	6	-1.287934657	-2.266015122	1.14748484	-1.287934657	0	male	Littlehorn
48	56	6	1.156210217	0.452232528	-0.227952446	1.156210217	2	male	Littlehorn
48	62	6	0.257595861	0.541148142	0.132930653	0.257595861	3	male	Littlehorn
48	73	6	0.219767623	-1.63257165	0.864538989	0.219767623	0	male	Littlehorn
49	9	6	0.645197811	0.916977091	-0.72084721	0.645197811	3	male	Littlehorn
49	43	6	-0.306953861	1.169346301	-0.989744904	-0.306953861	3	male	Littlehorn
49	44	6	-0.548605561	0.866181951	-0.725948342	-0.548605561	3	male	Littlehorn
49	68	6	0.653410006	1.718414285	-1.568762592	0.653410006	4	male	Littlehorn
50	18	6	2.727065436	1.420853205	0.251974	2.727065436	3	male	Littlehorn
50	38	6	-0.090445453	-1.011812241	-0.290140877	-0.090445453	1	male	Littlehorn
50	65	6	0.383313872	-0.490006807	-0.254446086	0.383313872	2	male	Littlehorn
50	99	6	0.832251741	-0.404941491	0.031090718	0.832251741	2	male	Littlehorn
51	3	6	-1.900119181	-1.704059553	-2.779192087	-1.900119181	0	male	Gracegull
51	25	6	0.169539039	-0.012874037	0.681255243	0.169539039	2	male	Gracegull
51	40	6	-0.449505501	-0.560295417	-0.7443557	-0.449505501	1	male	Gracegull
51	57	6	-0.747398699	-0.520800496	-0.483403068	-0.747398699	1	male	Gracegull
51	74	6	0.064501621	0.0459885	0.196076582	0.064501621	2	male	Gracegull
52	7	6	-0.612570046	1.209975598	0.866756232	-0.612570046	3	male	Gracegull
52	95	6	-1.544172739	0.901495318	1.720986799	-1.544172739	3	male	Gracegull
53	15	6	-0.218578966	-0.615829344	0.153872592	-0.218578966	1	male	Gracegull
53	28	6	-0.702967906	-0.920010942	0.142663031	-0.702967906	1	male	Gracegull
53	39	6	-0.943353046	-2.017371739	-1.403435607	-0.943353046	0	male	Gracegull
53	57	6	0.270861636	-0.520800496	0.654063969	0.270861636	1	male	Gracegull
53	58	6	-1.128116426	-1.101739144	-0.510138179	-1.128116426	1	male	Gracegull
53	72	6	0.767300405	-0.914980171	0.00906436	0.767300405	1	male	Gracegull
53	98	6	0.129918056	-0.502208137	0.326687464	0.129918056	1	male	Gracegull
54	15	6	-0.949464018	-0.615829344	1.023247186	-0.949464018	1	male	Gracegull
54	33	6	1.973884803	-1.557927001	0.6591905	1.973884803	0	male	Gracegull
54	37	6	1.261097228	-0.860625956	0.593423	1.261097228	1	male	Gracegull
54	38	6	0.802303341	-1.011812241	0.333576132	0.802303341	1	male	Gracegull
54	92	6	1.176718138	0.229433234	0.308315245	1.176718138	2	male	Gracegull
54	99	6	1.032750112	-0.404941491	0.61310069	1.032750112	2	male	Gracegull
55	8	6	1.668014757	0.584713161	0.789675854	1.668014757	3	male	Gracegull
55	35	6	-1.912807869	0.327640741	-0.069756287	-1.912807869	2	male	Gracegull
55	59	6	-1.935474244	0.773047891	0.003084673	-1.935474244	3	male	Gracegull
55	60	6	0.397451229	0.136744878	0.259219843	0.397451229	2	male	Gracegull
55	69	6	-0.419237984	0.866648514	0.573174942	-0.419237984	3	male	Gracegull
55	84	6	0.253278285	0.288380761	0.304348547	0.253278285	2	male	Gracegull
56	2	6	1.088777711	0.658228758	1.408980361	1.088777711	3	male	Gracegull
56	16	6	-0.55002308	-0.93606162	-0.176302851	-0.55002308	1	male	Gracegull
56	39	6	-2.191025879	-2.017371739	-1.783651228	-2.191025879	0	male	Gracegull
56	49	6	1.433949939	1.44919978	2.190885194	1.433949939	3	male	Gracegull
56	77	6	0.663056436	0.443795694	1.215171148	0.663056436	2	male	Gracegull
56	87	6	-0.430240646	-0.87651321	-0.311394474	-0.430240646	1	male	Gracegull
57	10	6	-1.596890454	-0.919341637	1.392277442	-1.596890454	1	male	Gracegull
57	24	6	0.0135266	-0.918075332	0.45801534	0.0135266	1	male	Gracegull
57	50	6	1.591289487	1.226620373	0.765640908	1.591289487	3	male	Gracegull
57	59	6	1.638923288	0.773047891	0.8064135	1.638923288	3	male	Gracegull
57	86	6	0.681682806	0.208683279	0.599681518	0.681682806	2	male	Gracegull
57	91	6	-0.016394512	-0.608937831	0.854505551	-0.016394512	1	male	Gracegull
58	8	6	-0.123681698	0.584713161	0.838098716	-0.123681698	3	male	Gracegull
58	26	6	-0.246255046	0.472105747	0.774266347	-0.246255046	2	male	Gracegull
58	29	6	0.444189225	0.890028378	1.008411411	0.444189225	3	male	Gracegull
58	42	6	1.068722819	-0.176036826	0.086535047	1.068722819	2	male	Gracegull
58	48	6	-1.073186567	-0.0686455	0.166337975	-1.073186567	2	male	Gracegull
58	74	6	-1.241801752	0.0459885	0.403981608	-1.241801752	2	male	Gracegull
58	76	6	-1.13218778	-0.619058622	0.275860489	-1.13218778	1	male	Gracegull
58	91	6	0.975478233	-0.608937831	-0.426892159	0.975478233	1	male	Gracegull
59	20	6	-0.741036095	0.868114935	0.425389014	-0.741036095	3	male	Gracegull
59	29	6	-0.124357192	0.890028378	-0.174587144	-0.124357192	3	male	Gracegull
59	50	6	-0.334333457	1.226620373	0.077136816	-0.334333457	3	male	Gracegull
59	56	6	-0.710119833	0.452232528	0.575932611	-0.710119833	2	male	Gracegull
59	92	6	-1.160166727	0.229433234	0.174760005	-1.160166727	2	male	Gracegull
60	10	6	-0.213353016	-0.919341637	-0.321240919	-0.213353016	1	male	Gracegull
60	16	6	0.068352932	-0.93606162	-0.771555811	0.068352932	1	male	Gracegull
60	37	6	0.369487265	-0.860625956	-1.036271748	0.369487265	1	male	Gracegull
60	99	6	1.187484184	-0.404941491	-1.759663149	1.187484184	2	male	Gracegull
61	21	6	-0.58040633	1.977623862	-0.676579889	-0.58040633	4	male	Jewels
61	43	6	-1.583937685	1.169346301	-0.30049568	-1.583937685	3	male	Jewels
63	5	6	-0.757363765	1.445907095	0.58965061	-0.757363765	3	male	Jewels
63	25	6	-0.542612083	-0.012874037	-0.178175839	-0.542612083	2	male	Jewels
63	44	6	-0.107852965	0.866181951	0.400750109	-0.107852965	3	male	Jewels
63	49	6	0.038254212	1.44919978	0.235852218	0.038254212	3	male	Jewels
63	67	6	-0.148635203	1.548167008	0.478421888	-0.148635203	4	male	Jewels
63	69	6	-0.745499531	0.866648514	-0.085445598	-0.745499531	3	male	Jewels
64	22	6	-1.898703586	2.074652479	0.216556726	-1.898703586	4	male	Jewels
65	41	6	-1.837255346	0.842550021	0.35703758	-1.837255346	3	male	Jewels
67	29	6	-1.426718986	0.890028378	-2.175164534	-1.426718986	3	male	Jewels
68	4	6	-0.007950671	1.011732536	-2.813803254	-0.007950671	3	male	Jewels
68	44	6	-0.298229707	0.866181951	-2.508092622	-0.298229707	3	male	Jewels
69	6	6	-0.553007935	0.53526369	-0.243167856	-0.553007935	3	male	Jewels
69	8	6	0.04978813	0.584713161	0.124337019	0.04978813	3	male	Jewels
69	11	6	0.53299482	0.315073242	-0.711165793	0.53299482	2	male	Jewels
69	16	6	-1.914830555	-0.93606162	-0.780242886	-1.914830555	1	male	Jewels
69	26	6	0.151888903	0.472105747	-0.169040164	0.151888903	2	male	Jewels
69	29	6	-0.651362435	0.890028378	0.149186878	-0.651362435	3	male	Jewels
69	35	6	0.359912202	0.327640741	-0.541452835	0.359912202	2	male	Jewels
69	49	6	-0.461339693	1.44919978	0.64513087	-0.461339693	3	male	Jewels
69	57	6	-0.881838863	-0.520800496	-0.837691226	-0.881838863	1	male	Jewels
69	65	6	-0.26176351	-0.490006807	-1.101045332	-0.26176351	2	male	Jewels
69	79	6	-0.006812563	-0.879103193	-1.106650892	-0.006812563	1	male	Jewels
69	95	6	0.09991	0.901495318	-0.34110764	0.09991	3	male	Jewels
70	13	6	-0.755356476	-0.871037282	0.523582609	-0.755356476	1	male	Jewels
70	19	6	0.321273832	0.190322725	-0.932940435	0.321273832	2	male	Jewels
70	32	6	-0.533519671	0.231879327	-0.648692931	-0.533519671	2	male	Jewels
70	42	6	-0.455740367	-0.176036826	-0.168681897	-0.455740367	2	male	Jewels
70	71	6	-1.254716271	-0.545369656	0.441852438	-1.254716271	1	male	Jewels
70	74	6	-0.564755771	0.0459885	-0.435878598	-0.564755771	2	male	Jewels
70	77	6	-0.528292933	0.443795694	-0.624924851	-0.528292933	2	male	Jewels
70	84	6	0.184501757	0.288380761	-1.051633944	0.184501757	2	male	Jewels
71	23	6	-0.951500078	1.530093417	1.362209197	-0.951500078	4	male	Fluffytail
71	80	6	-0.468889437	1.479331747	0.592969517	-0.468889437	3	male	Fluffytail
71	95	6	-0.7510958	0.901495318	1.607621712	-0.7510958	3	male	Fluffytail
72	4	6	1.51829753	1.011732536	1.613474158	1.51829753	3	male	Fluffytail
72	71	6	-0.864616742	-0.545369656	0.171999815	-0.864616742	1	male	Fluffytail
72	81	6	0.942450822	-0.067054644	0.861394715	0.942450822	2	male	Fluffytail
73	27	6	-0.792523613	-0.693365875	1.16863525	-0.792523613	1	male	Fluffytail
73	35	6	0.801385748	0.327640741	1.727384941	0.801385748	2	male	Fluffytail
73	48	6	-1.031913959	-0.0686455	1.550720723	-1.031913959	2	male	Fluffytail
73	64	6	-0.234313451	-0.582363557	1.196784523	-0.234313451	1	male	Fluffytail
74	7	6	-0.77192095	1.209975598	0.976586685	-0.77192095	3	male	Fluffytail
74	11	6	-0.874689487	0.315073242	0.440976724	-0.874689487	2	male	Fluffytail
74	22	6	0.371290694	2.074652479	0.195959657	0.371290694	4	male	Fluffytail
74	23	6	0.461267543	1.530093417	-0.010055769	0.461267543	4	male	Fluffytail
74	24	6	-0.133066053	-0.918075332	0.518165185	-0.133066053	1	male	Fluffytail
74	26	6	-0.347295913	0.472105747	0.673495302	-0.347295913	2	male	Fluffytail
74	70	6	-0.450065652	-1.38035652	0.248843986	-0.450065652	1	male	Fluffytail
74	76	6	-0.811102206	-0.619058622	0.258248975	-0.811102206	1	male	Fluffytail
75	4	6	0.103470057	1.011732536	1.018943564	0.103470057	3	male	Fluffytail
75	6	6	-0.987597018	0.53526369	0.730786937	-0.987597018	3	male	Fluffytail
75	50	6	-0.371729655	1.226620373	0.954601954	-0.371729655	3	male	Fluffytail
76	25	6	2.757688872	-0.012874037	-0.114686695	2.757688872	2	male	Fluffytail
76	78	6	0.18272131	-0.574846951	0.212472333	0.18272131	1	male	Fluffytail
76	81	6	1.903901425	-0.067054644	-0.233401564	1.903901425	2	male	Fluffytail
76	88	6	0.051874058	-0.994729783	0.434349279	0.051874058	1	male	Fluffytail
77	6	6	-0.26909802	0.53526369	-0.86176703	-0.26909802	3	male	Fluffytail
77	83	6	-0.19972097	0.798978466	-1.224905903	-0.19972097	3	male	Fluffytail
78	7	6	1.401192837	1.209975598	-3.123634037	1.401192837	3	male	Fluffytail
78	9	6	1.092696819	0.916977091	-2.687798541	1.092696819	3	male	Fluffytail
78	46	6	-1.157385108	0.727785292	-1.098947792	-1.157385108	3	male	Fluffytail
78	49	6	0.272878376	1.44919978	-3.292649125	0.272878376	3	male	Fluffytail
78	95	6	1.019199261	0.901495318	-2.500717869	1.019199261	3	male	Fluffytail
78	99	6	-0.611222144	-0.404941491	0.684050692	-0.611222144	2	male	Fluffytail
79	4	6	0.802309607	1.011732536	0.626225233	0.802309607	3	male	Fluffytail
79	13	6	0.289681532	-0.871037282	0.319033381	0.289681532	1	male	Fluffytail
79	26	6	0.200280232	0.472105747	0.781700446	0.200280232	2	male	Fluffytail
79	32	6	0.325830028	0.231879327	0.71467989	0.325830028	2	male	Fluffytail
79	38	6	0.222225475	-1.011812241	0.893407232	0.222225475	1	male	Fluffytail
79	43	6	1.114820399	1.169346301	0.327258914	1.114820399	3	male	Fluffytail
79	45	6	-2.049232962	-0.472798559	1.976488767	-2.049232962	2	male	Fluffytail
79	63	6	-0.384705556	-0.102512508	1.053027105	-0.384705556	2	male	Fluffytail
79	89	6	1.405177778	0.532931723	-0.229098885	1.405177778	3	male	Fluffytail
79	93	6	-0.766904261	-0.436399323	1.429726908	-0.766904261	2	male	Fluffytail
80	20	6	-0.337608839	0.868114935	1.63286592	-0.337608839	3	male	Fluffytail
80	96	6	-1.067846761	-0.679281143	1.407239523	-1.067846761	1	male	Fluffytail
81	27	6	-2.247428435	-0.693365875	0.490545889	-2.247428435	1	male	Scarlet
81	31	6	-1.292533637	0.426233575	-0.376034817	-1.292533637	2	male	Scarlet
81	41	6	1.088947495	0.842550021	-0.3257308	1.088947495	3	male	Scarlet
81	58	6	-1.513407505	-1.101739144	1.163317599	-1.513407505	1	male	Scarlet
81	59	6	1.291308856	0.773047891	0.063287371	1.291308856	3	male	Scarlet
81	60	6	-0.919647264	0.136744878	0.366700713	-0.919647264	2	male	Scarlet
81	69	6	-0.781899752	0.866648514	-0.085133821	-0.781899752	3	male	Scarlet
81	87	6	-1.513211341	-0.87651321	0.394573241	-1.513211341	1	male	Scarlet
81	94	6	-0.002010706	0.163716356	0.282172378	-0.002010706	2	male	Scarlet
82	42	6	-0.946929857	-0.176036826	0.49699085	-0.946929857	2	male	Scarlet
82	57	6	0.057431672	-0.520800496	1.227786466	0.057431672	1	male	Scarlet
82	78	6	-0.334375298	-0.574846951	1.362406084	-0.334375298	1	male	Scarlet
82	82	6	-0.78119479	-0.485534851	0.65442884	-0.78119479	2	male	Scarlet
83	1	6	0.657217936	2.179235276	-1.663819209	0.657217936	4	male	Scarlet
83	44	6	-1.242526351	0.866181951	0.187267413	-1.242526351	3	male	Scarlet
83	67	6	0.555263056	1.548167008	-1.288265718	0.555263056	4	male	Scarlet
